cue,response,count
kerstboom,kerstmis,26
kerstboom,lichtjes,22
kerstboom,groen,19
kerstboom,ballen,17
kerstdag,kerstboom,30
kerstdag,familie,27
kerstdag,feest,23
kerstdag,eten,11
kerstfeest,familie,46
kerstfeest,kerstboom,28
kerstfeest,gezellig,17
kerstfeest,eten,13
kerstman,kerstmis,31
kerstman,rood,28
kerstman,kerstboom,23
kerstman,cadeautjes,16
kerstmis,kerstboom,37
kerstmis,familie,18
kerstmis,feest,17
kerstmis,sneeuw,15
kersvers,nieuw,43
kersvers,fris,16
kersvers,fruit,14
kersvers,baby,12
kervel,soep,80
kervel,groen,51
kervel,groente,26
kerven,boom,34
kerven,mes,34
kerven,snijden,27
kerven,hout,23
ketchup,rood,53
ketchup,tomaat,33
ketchup,mayonaise,21
ketchup,tomaten,18
ketel,vuur,30
ketel,koken,28
ketel,soep,24
ketel,water,22
keten,ketting,41
keten,winkel,20
keten,winkels,15
ketenen,ketting,25
ketenen,vastbinden,24
ketenen,boeien,22
ketenen,vastmaken,16
ketter,ongelovige,22
ketter,godsdienst,18
ketter,kerk,14
ketting,fiets,29
ketting,goud,19
ketting,hals,18
ketting,zaag,15
keu,biljart,66
keu,stok,24
keu,bal,16
keuken,eten,61
keuken,koken,42
keuken,tafel,14
keuken,gezellig,9
keukengerief,mes,43
keukengerief,lepel,34
keukengerief,vork,27
keukengerief,koken,20
keukenkast,keuken,23
keukenkast,borden,22
keukenkast,eten,15
keukenkast,koken,11
keukenpapier,rol,32
keukenpapier,wit,16
keukenpapier,morsen,14
keukenpapier,vuil,13
keukenrobot,handig,13
keukenrobot,machine,11
keukenrobot,deeg,10
keukenrobot,keuken,10
keukentafel,eten,52
keukentafel,gezellig,16
keukentafel,ontbijt,13
keukentafel,koken,10
keur,elite,31
keur,merk,23
keur,slager,12
keurig,netjes,47
keurig,net,36
keurig,proper,26
keurig,deftig,14
keuring,auto,50
keuring,vlees,16
keuring,controle,15
keuring,autokeuring,6
keus,kiezen,35
keus,keuze,13
keus,optie,11
keus,mogelijkheid,10
keutel,konijn,53
keutel,drol,21
keutel,stront,19
keutel,hond,18
keuvelen,babbelen,37
keuvelen,gezellig,37
keuvelen,praten,35
keuvelen,kletsen,17
keuze,moeilijk,27
keuze,vrijheid,18
keuze,kiezen,16
keuze,mogelijkheid,14
kever,insect,30
kever,auto,20
kever,zwart,18
kever,klein,14
kick,adrenaline,24
kick,sport,11
kick,drugs,9
kidnapping,kind,33
kidnapping,ontvoering,29
kidnapping,losgeld,24
kidnapping,geweld,10
kiek,foto,70
kiek,kip,37
kiek,kijk,10
kiekeboe,strip,39
kiekeboe,hallo,20
kiekeboe,baby,18
kiekeboe,spelletje,14
kieken,kip,50
kieken,kuiken,15
kieken,kijken,11
kiel,boot,26
kiel,schip,23
kiel,antwerpen,12
kielzog,boot,25
kielzog,schip,24
kielzog,volgen,24
kiem,plant,27
kiem,begin,22
kiem,zaad,19
kiem,zaadje,14
kiepwagen,kruiwagen,29
kiepwagen,zand,24
kiepwagen,werken,15
kier,deur,55
kier,tocht,48
kier,spleet,43
kier,opening,17
kies,tand,68
kies,keuze,33
kies,pijn,15
kies,tandarts,12
kieskeurig,moeilijk,44
kieskeurig,kiezen,8
kieskeurig,eten,7
kiespijn,tandarts,80
kiespijn,tand,18
kiespijn,tandpijn,16
kiespijn,pijn,14
kietelen,lachen,67
kietelen,kriebelen,26
kietelen,plagen,13
kietelen,jeuk,11
kieuw,vis,90
kieuw,ademen,35
kieuw,water,31
kievit,vogel,84
kievit,ei,11
kievit,kuif,10
kiewit,vogel,66
kiewit,ei,11
kiewit,hasselt,10
kiezel,steen,42
kiezel,oprit,22
kiezel,steentje,21
kiezel,grind,18
kiezelsteen,oprit,33
kiezelsteen,grijs,16
kiezelsteen,kei,15
kiezelsteen,klein,12
kiezen,moeilijk,42
kiezen,keuze,20
kiezen,tanden,17
kiezen,delen,15
kiezer,politiek,51
kiezer,verkiezingen,37
kiezer,stemmen,30
kiezer,keuze,10
kijk,ogen,29
kijk,zie,29
kijk,zien,21
kijk,visie,16
kijkdoos,tv,24
kijkdoos,schoendoos,16
kijkdoos,knutselen,14
kijken,zien,70
kijken,ogen,47
kijken,bril,19
kijken,tv,12
kijven,schelden,13
kijven,ruzie,12
kijven,wijven,10
kik,geluid,25
kik,kikker,12
kik,geen,11
kikker,groen,63
kikker,vijver,28
kikker,water,18
kikker,kwaken,15
kikkerdril,kikker,22
kikkerdril,groen,18
kikkerdril,water,18
kikkerdril,vies,16
kil,koud,86
kil,winter,22
kil,koel,13
kil,fris,12
kilo,gewicht,64
kilo,weegschaal,26
kilo,gram,18
kilo,zwaar,17
kilogram,gewicht,66
kilogram,weegschaal,23
kilogram,wegen,15
kilogram,zwaar,14
kilometer,afstand,59
kilometer,auto,23
kilometer,ver,20
kilometer,lopen,15
kilt,rok,53
kilt,schot,48
kilt,schotland,21
kilt,schots,13
kilte,kou,32
kilte,koud,31
kilte,winter,21
kilte,koude,15
kim,horizon,44
kim,meisje,25
kim,naam,20
kimono,japan,49
kimono,judo,27
kimono,geisha,12
kimono,vrouw,11
kin,baard,40
kin,gezicht,36
kin,mond,12
kin,putje,11
kind,klein,30
kind,jong,22
kind,spelen,17
kind,baby,10
kinderachtig,flauw,29
kinderachtig,onnozel,21
kinderachtig,belachelijk,17
kinderbed,baby,37
kinderbed,klein,22
kinderbed,slapen,17
kinderbed,spijlen,9
kinderbijslag,geld,49
kinderbijslag,kinderen,24
kinderbijslag,kindergeld,10
kinderbijslag,ouders,9
kinderen,spelen,28
kinderen,klein,23
kinderen,lawaai,14
kinderen,ouders,13
kinderkamer,baby,27
kinderkamer,bedje,19
kinderkamer,speelgoed,16
kinderkamer,wieg,15
kinderlijk,kinderachtig,22
kinderlijk,onvolwassen,16
kinderlijk,jong,13
kinderlijk,klein,11
kinderspel,gemakkelijk,41
kinderspel,makkelijk,25
kinderspel,eenvoudig,18
kinderspel,simpel,12
kinderstoel,baby,46
kinderstoel,eten,27
kinderstoel,auto,26
kinderstoel,kind,17
kindertijd,spelen,46
kindertijd,jeugd,14
kindertijd,jong,10
kindertijd,klein,7
kinderwagen,baby,63
kinderwagen,wandelen,18
kinderwagen,buggy,10
kinderwagen,wielen,10
kinderziekte,mazelen,55
kinderziekte,koorts,18
kinderziekte,bof,17
kinderziekte,windpokken,11
kindje,baby,61
kindje,klein,33
kindje,lief,22
kindje,kleuter,14
kinds,dement,25
kinds,oud,17
kinds,kinderachtig,16
kinds,kinderlijk,13
kinesist,pijn,35
kinesist,massage,31
kinesist,dokter,18
kinesist,knie,13
kink,kabel,76
kink,probleem,8
kink,kinky,6
kinkel,boer,22
kinkel,dom,12
kinkel,lomp,8
kinky,gek,14
kinky,leer,10
kiosk,krant,37
kiosk,kranten,29
kiosk,muziek,27
kiosk,plein,11
kip,ei,50
kip,haan,25
kip,eten,15
kip,kuiken,10
kippen,eieren,51
kippen,haan,28
kippen,ei,26
kippen,ren,20
kippenhok,eieren,35
kippenhok,kip,27
kippenhok,ei,24
kippenhok,haan,22
kippenvel,koud,54
kippenvel,kip,16
kippenvel,angst,14
kippenvel,huid,12
kippevel,koud,54
kippevel,angst,14
kippevel,kou,14
kippevel,bang,11
kippig,kip,12
kippig,ei,7
kippig,lastig,7
kirren,lachen,39
kirren,duiven,16
kirren,baby,14
kist,dood,43
kist,hout,27
kist,schat,19
kist,begrafenis,11
kitch,kunst,17
kitch,lelijk,14
kitch,goedkoop,13
kitsch,kunst,28
kitsch,lelijk,23
kitsch,nep,17
kitsch,goedkoop,10
kiwi,groen,62
kiwi,fruit,39
kiwi,lekker,16
kiwi,nieuw-zeeland,13
klaar,af,46
klaar,gedaan,42
klaar,gereed,33
klaar,helder,19
klaarheid,helder,39
klaarheid,duidelijkheid,32
klaarheid,duidelijk,30
klaarheid,licht,24
klaarkomen,seks,35
klaarkomen,orgasme,31
klaarkomen,vrijen,12
klaarmaken,eten,42
klaarmaken,bereiden,19
klaarmaken,koken,19
klaarmaken,voorbereiden,17
klacht,politie,19
klacht,ontevreden,16
klacht,brief,9
klad,papier,39
klad,slordig,14
klad,blad,11
klad,net,10
kladblok,papier,28
kladblok,schrijven,19
kladblok,school,14
kladblok,slordig,8
klagen,zagen,50
klagen,zeuren,43
klagen,vervelend,13
klagen,negatief,8
klak,pet,73
klak,geluid,19
klak,hoofddeksel,13
klam,vochtig,45
klam,nat,34
klam,handen,26
klam,zweet,24
klank,muziek,61
klank,geluid,40
klank,toon,20
klank,instrument,12
klant,winkel,49
klant,koning,26
klant,betalen,17
klant,kopen,17
klap,mep,33
klap,pijn,32
klap,slag,28
klap,band,14
klapband,auto,44
klapband,ongeluk,21
klapband,pech,21
klapband,gevaarlijk,14
klappen,handen,39
klappen,applaus,33
klappen,slaan,22
klappen,zweep,17
klapperen,tanden,50
klapperen,koud,20
klapperen,wind,13
klaproos,rood,78
klaproos,bloem,40
klaproos,mooi,17
klaproos,drugs,7
klapzoen,kus,30
klapzoen,klaproos,10
klapzoen,liefde,9
klarinet,muziek,71
klarinet,instrument,27
klarinet,orkest,12
klarinet,blazen,9
klas,school,42
klas,leerlingen,18
klas,bord,14
klas,banken,12
klaslokaal,school,37
klaslokaal,bord,24
klaslokaal,les,20
klaslokaal,banken,13
klasse,stijl,32
klasse,tijdschrift,24
klasse,niveau,11
klasse,standing,8
klasseren,ordenen,34
klasseren,orde,20
klasseren,rangschikken,13
klasseren,indelen,9
klassevol,stijlvol,30
klassevol,stijl,19
klassevol,chique,16
klassiek,muziek,81
klassiek,kledij,16
klassiek,ouderwets,16
klassiek,oud,13
klateren,water,55
klateren,waterval,33
klateren,goud,13
klauw,leeuw,32
klauw,kat,30
klauw,beer,22
klauw,poot,20
klauwen,leeuw,23
klauwen,nagels,22
klauwen,kat,21
klauwen,tijger,16
klavecimbel,muziek,63
klavecimbel,piano,26
klavecimbel,instrument,19
klavecimbel,orkest,18
klaver,vier,44
klaver,groen,37
klaver,geluk,30
klaver,gras,19
klavier,piano,77
klavier,computer,35
klavier,toetsenbord,22
klavier,muziek,20
kleden,aankleden,16
kleden,mode,11
kleden,kledij,10
kleden,mooi,8
kledij,broek,30
kledij,mode,20
kledij,jas,19
kledij,mooi,11
kleding,broek,31
kleding,mode,15
kleding,trui,15
kleding,warm,14
kledingstuk,broek,60
kledingstuk,rok,35
kledingstuk,jas,25
kledingstuk,trui,20
kleed,zomer,24
kleed,vrouw,23
kleed,jurk,22
kleed,tafel,20
kleedje,jurk,31
kleedje,meisje,26
kleedje,tafel,14
kleedje,zomer,14
kleerhanger,kast,41
kleerhanger,kapstok,33
kleerhanger,kleerkast,29
kleerhanger,jas,18
kleerkast,kleren,50
kleerkast,slaapkamer,20
kleerkast,kapstok,13
kleerkast,kledij,13
kleermaker,kostuum,17
kleermaker,naald,17
kleermaker,naaien,11
kleermaker,beroep,10
kleermakerszit,yoga,27
kleermakerszit,turnen,16
kleermakerszit,grond,11
kleermakerszit,turnles,8
klef,plakkerig,35
klef,vies,13
klef,klam,10
klei,boetseren,38
klei,grond,24
klei,aarde,12
klei,bruin,9
kleien,boetseren,21
kleien,knutselen,16
kleien,klei,8
klein,groot,48
klein,kind,20
klein,dwerg,19
klein,kabouter,19
kleindochter,oma,28
kleindochter,lief,19
kleindochter,opa,17
kleindochter,meisje,16
kleine,kind,45
kleine,grote,24
kleine,baby,22
kleine,kindje,9
kleiner,groter,53
kleiner,minder,19
kleiner,kind,13
kleineren,pesten,26
kleineren,vernederen,25
kleineren,beledigen,10
kleineren,minachten,8
kleingeestig,bekrompen,43
kleingeestig,eng,23
kleingeestig,dom,10
kleinkind,oma,32
kleinkind,opa,32
kleinkind,lief,16
kleinkind,grootouders,12
kleinkinderen,oma,40
kleinkinderen,opa,24
kleinkinderen,grootouders,20
kleinkinderen,familie,15
kleinst,mini,22
kleinst,grootst,18
kleinst,kleiner,15
kleinst,baby,12
kleintje,kind,34
kleintje,baby,29
kleintje,kindje,18
kleintje,peuter,13
kleinzielig,bekrompen,22
kleinzielig,kleingeestig,10
kleinzielig,flauw,8
kleinzoon,opa,35
kleinzoon,oma,20
kleinzoon,kleindochter,15
kleinzoon,grootvader,12
klem,vast,41
klem,pijn,10
klem,vastzitten,10
klem,ziekte,10
klemmen,vast,17
klemmen,vasthouden,16
klemmen,vastzetten,16
klemmen,vastzitten,10
klemtoon,nadruk,46
klemtoon,accent,27
klemtoon,belangrijk,13
klep,mond,35
klep,auto,17
klep,hart,16
klep,pet,16
klepel,klok,78
klepel,kerk,24
klepel,bel,23
kleren,broek,27
kleren,winkel,21
kleren,mode,19
kleren,warm,14
klerk,bediende,30
klerk,notaris,18
klerk,saai,14
klets,mep,27
klets,pijn,21
klets,slag,18
klets,slaan,15
kletsen,babbelen,42
kletsen,praten,39
kletsen,roddelen,22
kletsen,slaan,19
kletskous,babbelen,29
kletskous,roddelen,21
kletskous,vrouw,18
kletskous,babbelaar,11
kletsnat,regen,67
kletsnat,water,22
kletsnat,koud,17
kletsnat,paraplu,14
kletteren,regen,47
kletteren,lawaai,33
kletteren,vallen,16
kleur,rood,51
kleur,blauw,46
kleur,groen,33
kleur,geel,29
kleurboek,kinderen,23
kleurboek,potloden,19
kleurboek,kleuren,18
kleurboek,kleuter,18
kleurcombinatie,kleding,19
kleurcombinatie,regenboog,11
kleurcombinatie,mode,9
kleurcombinatie,mooi,8
kleurdoos,potloden,30
kleurdoos,kleurpotloden,18
kleurdoos,kleuren,16
kleurdoos,kinderen,14
kleuren,rood,53
kleuren,blauw,33
kleuren,regenboog,30
kleuren,geel,28
kleurig,regenboog,21
kleurig,bloemen,15
kleurig,vrolijk,15
kleurig,bont,13
kleurling,zwarte,26
kleurling,neger,25
kleurling,zwart,16
kleurling,allochtoon,14
kleurloos,wit,36
kleurloos,saai,30
kleurloos,grijs,16
kleurloos,water,14
kleurpotlood,tekenen,26
kleurpotlood,kleuren,25
kleurpotlood,tekening,24
kleurpotlood,rood,21
kleurrijk,regenboog,38
kleurrijk,mooi,14
kleurrijk,rood,10
kleurrijk,bont,9
kleurstof,verf,32
kleurstof,rood,30
kleurstof,snoep,15
kleurstof,groen,11
kleurtje,rood,30
kleurtje,zon,19
kleurtje,bruin,18
kleurtje,geel,17
kleurtjes,potloden,24
kleurtjes,rood,18
kleurtjes,regenboog,17
kleurtjes,geel,14
kleuter,kind,39
kleuter,school,25
kleuter,klein,24
kleuter,lief,14
kleuterklas,spelen,25
kleuterklas,juf,21
kleuterklas,kinderen,19
kleuterklas,kleuters,19
kleuterleidster,kinderen,31
kleuterleidster,school,27
kleuterleidster,kleuters,12
kleuterleidster,lief,12
kleuters,klein,29
kleuters,spelen,24
kleuters,kinderen,20
kleuters,school,20
kleuterschool,juf,21
kleuterschool,spelen,20
kleuterschool,kleuters,14
kleuterschool,kinderen,13
kleven,plakken,67
kleven,lijm,55
kleven,postzegel,10
kleven,sticker,10
kleverig,lijm,44
kleverig,plakkerig,35
kleverig,vies,22
kleverig,plakken,13
kliederen,verf,31
kliederen,morsen,26
kliederen,kinderen,19
klier,koorts,23
klier,etter,14
klier,ziek,11
klier,kanker,10
klieren,koorts,18
klieren,keel,15
klieren,lichaam,14
klif,rots,53
klif,zee,35
klif,hoog,12
klik,muis,32
klik,geluid,19
klik,computer,18
klik,klak,13
klikken,muis,37
klikken,computer,19
klikken,verraden,18
klikspaan,verklikker,17
klikspaan,verrader,16
klikspaan,vals,10
klim,berg,57
klim,hoog,13
klim,boom,11
klim,muur,11
klimaat,warm,23
klimaat,opwarming,20
klimaat,weer,20
klimaat,regen,16
klimmen,berg,33
klimmen,touw,21
klimmen,hoog,18
klimmen,muur,16
klimop,groen,59
klimop,plant,51
klimop,muur,30
klimop,tuin,19
klimrek,speeltuin,29
klimrek,kinderen,25
klimrek,turnen,22
klimrek,kind,14
klimtouw,klimmen,16
klimtouw,knopen,13
klimtouw,turnles,13
klimtouw,bergen,8
kliniek,ziekenhuis,34
kliniek,ziek,33
kliniek,dokter,21
kliniek,hospitaal,19
klinisch,ziekenhuis,41
klinisch,dood,28
klinisch,medisch,18
klinisch,onderzoek,18
klink,deur,89
klink,openen,12
klink,metaal,11
klinken,feest,20
klinken,geluid,19
klinken,muziek,16
klinken,drinken,13
klinker,medeklinker,46
klinker,letter,37
klinker,steen,23
klinker,klank,15
klinkers,letters,32
klinkers,medeklinkers,25
klinkers,stenen,21
klinkers,alfabet,15
klip,rots,44
klip,zee,29
klip,water,10
klit,haar,51
klit,knoop,21
klit,plakken,9
kloek,kip,38
kloek,moeder,36
kloek,stevig,22
kloek,sterk,19
klok,tijd,48
klok,uur,41
klok,wijzer,35
klok,wijzers,15
klokhuis,appel,99
klokhuis,pitten,21
klokhuis,pit,14
klokhuis,pitjes,14
klokken,kerk,45
klokken,pasen,40
klokken,luiden,24
klokken,tijd,18
klomp,hout,50
klomp,schoen,29
klomp,nederland,23
klomp,boer,19
klompen,hout,49
klompen,boer,29
klompen,nederland,29
klompen,schoenen,14
klont,suiker,58
klont,boter,39
klont,aarde,25
klontje,suiker,98
klontje,boter,31
klontje,koffie,31
klontje,zoet,11
kloof,diep,20
kloof,ravijn,20
kloof,diepte,15
kloof,berg,13
klooster,non,48
klooster,pater,28
klooster,nonnen,19
klooster,paters,11
kloot,aarde,21
kloot,zak,20
kloot,bal,14
klootzak,scheldwoord,14
klootzak,smeerlap,14
klootzak,man,13
klootzak,rotzak,12
kloppen,deur,74
kloppen,hamer,38
kloppen,slaan,24
kloppen,nagel,12
klopper,slagroom,26
klopper,keuken,21
klopper,deur,18
klopper,eiwit,17
klos,garen,46
klos,pineut,19
klos,kant,16
klossen,kant,62
klossen,brugge,25
klossen,garen,17
klotsen,water,63
klotsen,zee,33
klotsen,boot,25
kluif,hond,74
kluif,been,35
kluif,bot,29
kluif,vet,12
kluis,geld,81
kluis,bank,51
kluis,code,14
kluis,juwelen,12
kluit,aarde,60
kluit,grond,18
kluit,riet,17
kluiven,hond,51
kluiven,been,24
kluiven,bot,18
kluizenaar,alleen,29
kluizenaar,eenzaam,27
kluizenaar,grot,17
kluizenaar,baard,13
klungel,onhandig,56
klungel,kluns,20
klungel,slungel,18
klungel,dom,9
kluns,onhandig,55
kluns,dom,11
kluns,sukkel,10
klunzig,onhandig,57
klunzig,lomp,17
klunzig,slordig,10
klunzig,dom,9
klus,werk,36
klus,werkje,18
klus,job,14
klus,karwei,12
klussen,werken,38
klussen,hamer,12
klussen,handig,11
klussen,bijverdienen,9
kluut,vogel,58
kluut,water,16
kluut,aarde,11
kluwen,wol,46
kluwen,garen,16
kluwen,warboel,10
knaagdier,rat,62
knaagdier,konijn,39
knaagdier,muis,32
knaagdier,hamster,22
knaap,jongen,71
knaap,jong,21
knaap,koor,16
knaap,jongeling,7
knabbelen,eten,31
knabbelen,snoepen,25
knabbelen,konijn,16
knabbelen,nootjes,16
knagen,konijn,33
knagen,rat,29
knagen,muis,24
knagen,bijten,17
knal,bom,31
knal,vuurwerk,31
knal,ontploffing,23
knal,boem,20
knalgeel,kanarie,58
knalgeel,zon,34
knalgeel,fel,14
knalgeel,citroen,12
knallen,vuurwerk,56
knallen,champagne,31
knallen,lawaai,20
knallen,geweer,15
knalrood,bloed,18
knalrood,kleur,15
knalrood,tomaat,12
knalrood,liefde,10
knap,mooi,77
knap,slim,35
knap,meisje,10
knap,goed,9
knappen,breken,33
knappen,tak,8
knappen,kapot,7
knapperd,mooi,35
knapperd,man,32
knapperd,jongen,10
knapperd,leuk,10
knapperig,krokant,37
knapperig,lekker,32
knapperig,chips,27
knapperig,vers,14
knarsen,tanden,88
knarsen,geluid,19
knarsen,kraken,10
knarsetanden,slapen,17
knarsetanden,geluid,12
knarsetanden,tandarts,12
knarsetanden,boos,10
knecht,helper,13
knecht,hulp,11
knecht,slaaf,11
kneden,brood,64
kneden,deeg,62
kneden,klei,14
kneden,handen,13
kneep,pijn,39
kneep,vak,17
kneep,knijpen,15
knellen,pijn,34
knellen,schoenen,30
knellen,spannen,17
knellen,vastzitten,13
knie,been,35
knie,pijn,28
knie,gewricht,27
knie,plooien,15
kniebeschermer,sport,22
kniebeschermer,pijn,21
kniebeschermer,vallen,21
kniebeschermer,volleybal,16
kniekous,warm,14
kniekous,ouderwets,12
kniekous,nylon,11
knielen,kerk,38
knielen,bidden,23
knielen,onderdanig,19
knielen,buigen,16
knieën,pijn,25
knieën,gewricht,20
knieën,buigen,14
knieën,lopen,13
knijpen,pijn,51
knijpen,pitsen,15
knijpen,wasknijper,10
knijpen,nijpen,9
knijper,was,41
knijper,wasspeld,26
knijper,neus,24
knijper,wasknijper,13
knijptang,gereedschap,22
knijptang,werktuig,20
knijptang,werken,17
knik,ja,46
knik,hoofd,18
knik,knie,12
knik,knikker,8
knikken,ja,61
knikken,hoofd,24
knikken,buigen,10
knikken,knikkebollen,9
knikker,rond,40
knikker,glas,28
knikker,spel,19
knikker,spelen,17
knikkeren,spelen,26
knikkeren,speelplaats,25
knikkeren,kinderen,18
knikkeren,glas,10
knikkers,spelen,33
knikkers,spel,25
knikkers,kinderen,23
knikkers,glas,19
knip,schaar,79
knip,papier,22
knip,haar,12
knip,vingers,10
knipmes,zakmes,23
knipmes,gevaarlijk,19
knipmes,scouts,11
knipmes,scherp,10
knipogen,lief,17
knipogen,vriendelijk,12
knipogen,ogen,11
knipogen,oog,11
knipoog,pinken,12
knipoog,verleiden,10
knipoog,oog,9
knippen,schaar,77
knippen,haar,42
knippen,papier,36
knippen,kapper,17
knipperen,ogen,58
knipperen,lichten,21
knipperen,auto,16
knipperen,licht,16
kniptang,draad,19
kniptang,ijzerdraad,16
kniptang,gereedschap,14
kniptang,ijzer,10
knobbel,bult,34
knobbel,kanker,28
knobbel,borst,13
knobbel,gezwel,13
knobbelig,oneffen,17
knobbelig,eelt,12
knobbelig,kanker,9
knoei,boel,22
knoei,probleem,12
knoei,rommel,10
knoeiboel,rommel,29
knoeiboel,chaos,12
knoeiboel,kinderen,11
knoeiboel,verf,11
knoeien,prutsen,30
knoeien,morsen,19
knoeien,onhandig,15
knoeien,vuil,11
knoeier,prutser,43
knoeier,onhandig,18
knoeier,morsen,9
knoeier,verf,6
knoeipot,vuil,19
knoeipot,morsen,14
knoeipot,onhandig,13
knoflook,lekker,23
knoflook,gezond,21
knoflook,geur,19
knoflook,adem,18
knokken,vechten,74
knokken,boksen,17
knokken,slaan,17
knokken,vuisten,10
knol,paard,47
knol,selder,22
knol,wortel,20
knol,raap,15
knolselder,groente,56
knolselder,soep,31
knolselder,wit,14
knolselder,puree,13
knook,been,37
knook,bot,36
knook,hond,19
knoop,touw,34
knoop,jas,28
knoop,hemd,16
knoop,naaien,15
knoopsgat,knoop,50
knoopsgat,jas,43
knoopsgat,naaien,16
knoopsgat,hemd,15
knop,bloem,23
knop,jas,20
knop,drukken,11
knop,rond,9
knopen,jas,34
knopen,touw,20
knopen,veters,16
knopen,hemd,15
knor,varken,88
knor,soep,35
knor,geluid,26
knor,snurken,8
knorren,varken,83
knorren,snurken,24
knorren,slapen,16
knorren,geluid,8
knorrig,varken,35
knorrig,humeurig,15
knorrig,slechtgezind,13
knorrig,oud,10
knots,wapen,27
knots,gek,20
knots,hout,15
knots,knuppel,15
knotwilg,boom,58
knotwilg,snoeien,10
knotwilg,winter,10
knotwilg,water,9
knuffel,beer,42
knuffel,liefde,24
knuffel,lief,18
knuffel,zacht,13
knuffelbeer,zacht,36
knuffelbeer,bruin,19
knuffelbeer,kind,18
knuffelbeer,speelgoed,18
knuffelen,liefde,31
knuffelen,lief,15
knuffelen,warm,15
knuffelen,warmte,14
knuist,vuist,55
knuist,hand,12
knuist,baby,10
knul,jongen,62
knul,kerel,13
knul,knaap,13
knul,jong,12
knuppel,politie,24
knuppel,slaan,21
knuppel,hout,20
knuppel,pijn,17
knus,gezellig,72
knus,warm,41
knus,thuis,11
knus,haardvuur,10
knutselen,kinderen,20
knutselen,lijm,17
knutselen,papier,16
knutselen,creatief,13
koala,beer,27
koala,beertje,18
koala,australië,16
koala,dierentuin,15
koddig,grappig,37
koddig,lief,33
koddig,schattig,31
koddig,leuk,27
koe,melk,76
koe,wei,25
koe,gras,24
koe,dier,14
koeien,melk,71
koeien,wei,22
koeien,weide,20
koeien,gras,14
koek,lekker,46
koek,chocolade,32
koek,eten,20
koek,zoet,17
koekeloeren,kijken,47
koekeloeren,piepen,16
koekeloeren,gluren,14
koekeloeren,loeren,10
koeken,lekker,36
koeken,eten,29
koeken,zoet,19
koeken,chocolade,17
koekepan,pannekoek,37
koekepan,bakken,27
koekepan,pannenkoek,27
koekepan,pannekoeken,13
koekje,lekker,51
koekje,chocolade,25
koekje,zoet,19
koekje,koffie,13
koekjes,lekker,55
koekjes,zoet,17
koekjes,chocolade,14
koekjes,eten,14
koekjestrommel,blik,27
koekjestrommel,lekker,24
koekjestrommel,koekjes,15
koekjestrommel,snoep,13
koekoek,vogel,76
koekoek,klok,45
koekoek,geluid,14
koekoek,bos,10
koel,koud,46
koel,fris,37
koel,frigo,15
koel,ijs,15
koelbloedig,koud,25
koelbloedig,moord,18
koelbloedig,kalm,13
koelbloedig,moordenaar,11
koeler,koud,28
koeler,frisser,15
koeler,frigo,14
koeler,ijs,14
koelkast,eten,45
koelkast,koud,40
koelkast,bewaren,19
koelkast,frigo,17
koelte,fris,38
koelte,schaduw,19
koelte,koud,13
koelte,frigo,12
koepel,kerk,32
koepel,licht,31
koepel,glas,24
koepel,dak,18
koer,speelplaats,25
koer,wc,23
koer,toilet,17
koers,wielrennen,31
koers,beurs,22
koers,fiets,21
koers,wedstrijd,15
koersen,fietsen,25
koersen,beurs,24
koersen,wielrennen,21
koersen,fiets,20
koersfiets,sport,12
koersfiets,snelheid,11
koersfiets,renner,10
koersfiets,wedstrijd,10
koest,hond,64
koest,stil,31
koest,rustig,28
koest,kalm,26
koesteren,liefde,23
koesteren,liefhebben,20
koesteren,knuffelen,12
koesteren,kinderen,9
koets,paard,62
koets,assepoester,35
koets,paarden,23
koets,koetsier,11
koetsier,paard,49
koetsier,koets,43
koetsier,paarden,21
koetsier,post,11
koevoet,inbreken,29
koevoet,ijzer,17
koevoet,inbraak,17
koevoet,dief,14
koffer,vakantie,38
koffer,reis,37
koffer,reizen,24
koffer,auto,20
koffie,zwart,41
koffie,melk,30
koffie,suiker,22
koffie,warm,21
koffiekoek,lekker,29
koffiekoek,ontbijt,23
koffiekoek,bakker,19
koffiekoek,koffie,18
koffiekoeken,zondag,36
koffiekoeken,lekker,35
koffiekoeken,bakker,34
koffiekoeken,ontbijt,26
koffiepot,koffie,44
koffiepot,warm,15
koffiepot,gezellig,10
koffiepot,zwart,10
koffiezet,koffie,42
koffiezet,geur,15
koffiezet,ochtend,15
koffiezet,zwart,14
kogel,geweer,56
kogel,dood,29
kogel,oorlog,25
kogel,kerk,17
kogels,geweer,47
kogels,dood,26
kogels,oorlog,23
kogels,pistool,18
kogelstoten,sport,35
kogelstoten,zwaar,26
kogelstoten,atletiek,18
kogelstoten,olympische spelen,18
kok,eten,66
kok,restaurant,42
kok,muts,33
kok,keuken,24
koken,eten,36
koken,lekker,32
koken,keuken,14
koken,water,14
kokend,water,60
kokend,heet,45
kokend,warm,17
kokend,woedend,15
koker,buis,33
koker,etui,21
koker,rond,10
koker,smal,10
koket,mooi,16
koket,vrouw,12
koket,dame,7
kokhalzen,overgeven,46
kokhalzen,braken,37
kokhalzen,kotsen,25
kokhalzen,misselijk,17
kokosnoot,eiland,36
kokosnoot,melk,29
kokosnoot,palmboom,22
kokosnoot,strand,15
kol,heks,27
kol,lijm,23
kol,kraag,20
kolen,zwart,35
kolen,kachel,29
kolen,warmte,23
kolen,vuur,16
kolere,woede,35
kolere,kwaad,34
kolere,boos,23
